user_id,item_id,score,title,genres
39,2698,4.57761287689209,Sanjuro (1962),Action|Adventure
39,1839,4.493251800537109,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
39,513,4.487992286682129,Schindler's List (1993),Drama|War
39,1066,4.433391094207764,"Wrong Trousers, The (1993)",Animation|Comedy
39,1117,4.430298805236816,To Kill a Mockingbird (1962),Drama
40,513,4.642629146575928,Schindler's List (1993),Drama|War
40,2698,4.632676124572754,Sanjuro (1962),Action|Adventure
40,1108,4.622028827667236,Raiders of the Lost Ark (1981),Action|Adventure
40,851,4.554331302642822,Casablanca (1942),Drama|Romance|War
40,309,4.541598320007324,"Shawshank Redemption, The (1994)",Drama
41,2698,4.738907814025879,Sanjuro (1962),Action|Adventure
41,3111,4.4861860275268555,For All Mankind (1989),Documentary
41,646,4.449349403381348,Pather Panchali (1955),Drama
41,3237,4.39341926574707,Dersu Uzala (1974),Adventure|Drama
41,2557,4.383401870727539,"Sixth Sense, The (1999)",Thriller
42,2698,5.125298500061035,Sanjuro (1962),Action|Adventure
42,513,4.976247310638428,Schindler's List (1993),Drama|War
42,1839,4.95828914642334,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
42,309,4.944349765777588,"Shawshank Redemption, The (1994)",Drama
42,708,4.9218854904174805,"Close Shave, A (1995)",Animation|Comedy|Thriller
43,970,4.7026472091674805,"Sound of Music, The (1965)",Musical
43,581,4.6869964599609375,Beauty and the Beast (1991),Animation|Children's|Musical
43,2898,4.682479381561279,Toy Story 2 (1999),Animation|Children's|Comedy
43,574,4.6263041496276855,Aladdin (1992),Animation|Children's|Comedy|Musical
43,2131,4.601702690124512,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
44,2698,4.028494358062744,Sanjuro (1962),Action|Adventure
44,1117,3.943897247314453,To Kill a Mockingbird (1962),Drama
44,970,3.9362633228302,"Sound of Music, The (1965)",Musical
44,892,3.869896650314331,It's a Wonderful Life (1946),Drama
44,858,3.8621654510498047,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
45,2698,5.9135212898254395,Sanjuro (1962),Action|Adventure
45,646,5.718244552612305,Pather Panchali (1955),Drama
45,3111,5.692980766296387,For All Mankind (1989),Documentary
45,1090,5.664761543273926,Paths of Glory (1957),Drama|War
45,2918,5.639707565307617,"Grand Illusion (Grande illusion, La) (1937)",Drama|War
46,2698,4.488485813140869,Sanjuro (1962),Action|Adventure
46,1839,4.346944808959961,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
46,1066,4.3008646965026855,"Wrong Trousers, The (1993)",Animation|Comedy
46,708,4.292879581451416,"Close Shave, A (1995)",Animation|Comedy|Thriller
46,1117,4.2801513671875,To Kill a Mockingbird (1962),Drama
47,2698,4.302818298339844,Sanjuro (1962),Action|Adventure
47,843,4.115589618682861,Rear Window (1954),Mystery|Thriller
47,708,4.065593242645264,"Close Shave, A (1995)",Animation|Comedy|Thriller
47,1066,4.052216529846191,"Wrong Trousers, The (1993)",Animation|Comedy
47,3111,4.0376973152160645,For All Mankind (1989),Documentary
48,2698,4.682740211486816,Sanjuro (1962),Action|Adventure
48,1839,4.598093509674072,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
48,851,4.5958685874938965,Casablanca (1942),Drama|Romance|War
48,1131,4.5920329093933105,"Godfather: Part II, The (1974)",Action|Crime|Drama
48,1108,4.576736927032471,Raiders of the Lost Ark (1981),Action|Adventure
49,2698,4.447986602783203,Sanjuro (1962),Action|Adventure
49,1839,4.295563697814941,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
49,513,4.273666858673096,Schindler's List (1993),Drama|War
49,708,4.235433578491211,"Close Shave, A (1995)",Animation|Comedy|Thriller
49,3111,4.228606700897217,For All Mankind (1989),Documentary
50,2698,4.908064842224121,Sanjuro (1962),Action|Adventure
50,513,4.727530479431152,Schindler's List (1993),Drama|War
50,3111,4.667762279510498,For All Mankind (1989),Documentary
50,646,4.652815818786621,Pather Panchali (1955),Drama
50,708,4.63102912902832,"Close Shave, A (1995)",Animation|Comedy|Thriller
51,2698,4.7323713302612305,Sanjuro (1962),Action|Adventure
51,309,4.615056991577148,"Shawshank Redemption, The (1994)",Drama
51,49,4.485682487487793,"Usual Suspects, The (1995)",Crime|Thriller
51,3111,4.471377372741699,For All Mankind (1989),Documentary
51,646,4.447929382324219,Pather Panchali (1955),Drama
52,713,5.505387306213379,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
52,2698,5.453945159912109,Sanjuro (1962),Action|Adventure
52,1066,5.391938209533691,"Wrong Trousers, The (1993)",Animation|Comedy
52,1139,5.390137195587158,Annie Hall (1977),Comedy|Romance
52,1059,5.388318061828613,Monty Python and the Holy Grail (1974),Comedy
53,2698,4.732369422912598,Sanjuro (1962),Action|Adventure
53,1839,4.622955799102783,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
53,49,4.580628395080566,"Usual Suspects, The (1995)",Crime|Thriller
53,713,4.537769317626953,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
53,708,4.533803939819336,"Close Shave, A (1995)",Animation|Comedy|Thriller
54,2698,4.727212905883789,Sanjuro (1962),Action|Adventure
54,1108,4.611886024475098,Raiders of the Lost Ark (1981),Action|Adventure
54,253,4.567630290985107,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
54,2374,4.487049579620361,"Matrix, The (1999)",Action|Sci-Fi|Thriller
54,3111,4.471019268035889,For All Mankind (1989),Documentary
55,2698,4.725129127502441,Sanjuro (1962),Action|Adventure
55,851,4.627351760864258,Casablanca (1942),Drama|Romance|War
55,1108,4.624358177185059,Raiders of the Lost Ark (1981),Action|Adventure
55,858,4.618297576904297,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
55,1117,4.5870513916015625,To Kill a Mockingbird (1962),Drama
56,2785,4.666983127593994,Being John Malkovich (1999),Comedy
56,713,4.628020286560059,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
56,593,4.623493194580078,Fargo (1996),Crime|Drama|Thriller
56,287,4.562501907348633,Pulp Fiction (1994),Crime|Drama
56,1116,4.557857990264893,"Clockwork Orange, A (1971)",Sci-Fi
57,49,5.117475986480713,"Usual Suspects, The (1995)",Crime|Thriller
57,2698,5.005876064300537,Sanjuro (1962),Action|Adventure
57,708,4.958832740783691,"Close Shave, A (1995)",Animation|Comedy|Thriller
57,1066,4.9466471672058105,"Wrong Trousers, The (1993)",Animation|Comedy
57,862,4.890806674957275,Citizen Kane (1941),Drama
58,513,4.157252311706543,Schindler's List (1993),Drama|War
58,1066,4.121072292327881,"Wrong Trousers, The (1993)",Animation|Comedy
58,2698,4.104418754577637,Sanjuro (1962),Action|Adventure
58,2809,4.03022575378418,"General, The (1927)",Comedy
58,708,4.00889778137207,"Close Shave, A (1995)",Animation|Comedy|Thriller
59,2698,4.548306465148926,Sanjuro (1962),Action|Adventure
59,2557,4.442263126373291,"Sixth Sense, The (1999)",Thriller
59,513,4.428465366363525,Schindler's List (1993),Drama|War
59,253,4.408865928649902,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
59,1108,4.378181457519531,Raiders of the Lost Ark (1981),Action|Adventure
60,2698,4.387882232666016,Sanjuro (1962),Action|Adventure
60,513,4.251602649688721,Schindler's List (1993),Drama|War
60,309,4.23179292678833,"Shawshank Redemption, The (1994)",Drama
60,1108,4.174864768981934,Raiders of the Lost Ark (1981),Action|Adventure
60,1839,4.1581711769104,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
61,2698,4.5356645584106445,Sanjuro (1962),Action|Adventure
61,1839,4.514020919799805,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
61,2809,4.4746809005737305,"General, The (1927)",Comedy
61,2918,4.462360382080078,"Grand Illusion (Grande illusion, La) (1937)",Drama|War
61,708,4.4420857429504395,"Close Shave, A (1995)",Animation|Comedy|Thriller
62,287,5.036862373352051,Pulp Fiction (1994),Crime|Drama
62,802,4.999886512756348,"Godfather, The (1972)",Action|Crime|Drama
62,593,4.965964317321777,Fargo (1996),Crime|Drama|Thriller
62,1123,4.889433860778809,GoodFellas (1990),Crime|Drama
62,1116,4.8478617668151855,"Clockwork Orange, A (1971)",Sci-Fi
63,2698,5.125674247741699,Sanjuro (1962),Action|Adventure
63,49,5.001266002655029,"Usual Suspects, The (1995)",Crime|Thriller
63,309,4.9743804931640625,"Shawshank Redemption, The (1994)",Drama
63,1839,4.941618919372559,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
63,513,4.931183815002441,Schindler's List (1993),Drama|War
64,2698,5.207370758056641,Sanjuro (1962),Action|Adventure
64,309,5.029024600982666,"Shawshank Redemption, The (1994)",Drama
64,2307,5.0280632972717285,October Sky (1999),Drama
64,513,4.959263324737549,Schindler's List (1993),Drama|War
64,3341,4.941681385040283,Gladiator (2000),Action|Drama
65,309,4.934589862823486,"Shawshank Redemption, The (1994)",Drama
65,1108,4.872119903564453,Raiders of the Lost Ark (1981),Action|Adventure
65,253,4.842662334442139,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
65,2698,4.821559906005859,Sanjuro (1962),Action|Adventure
65,513,4.769107818603516,Schindler's List (1993),Drama|War
66,2698,4.97833251953125,Sanjuro (1962),Action|Adventure
66,1839,4.950953483581543,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
66,708,4.864772319793701,"Close Shave, A (1995)",Animation|Comedy|Thriller
66,1066,4.843851566314697,"Wrong Trousers, The (1993)",Animation|Comedy
66,851,4.82334041595459,Casablanca (1942),Drama|Romance|War
67,1066,4.550605297088623,"Wrong Trousers, The (1993)",Animation|Comedy
67,1839,4.547267913818359,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
67,713,4.5218658447265625,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
67,2918,4.509731769561768,"Grand Illusion (Grande illusion, La) (1937)",Drama|War
67,2698,4.502119064331055,Sanjuro (1962),Action|Adventure
68,713,4.9617767333984375,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
68,1839,4.948957443237305,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
68,2698,4.9465556144714355,Sanjuro (1962),Action|Adventure
68,708,4.865472316741943,"Close Shave, A (1995)",Animation|Comedy|Thriller
68,861,4.864566802978516,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
69,49,4.905196189880371,"Usual Suspects, The (1995)",Crime|Thriller
69,2698,4.895010948181152,Sanjuro (1962),Action|Adventure
69,287,4.8239288330078125,Pulp Fiction (1994),Crime|Drama
69,1059,4.807270050048828,Monty Python and the Holy Grail (1974),Comedy
69,1839,4.806858539581299,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
70,2698,4.902345657348633,Sanjuro (1962),Action|Adventure
70,309,4.759426593780518,"Shawshank Redemption, The (1994)",Drama
70,253,4.74579381942749,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
70,513,4.709157943725586,Schindler's List (1993),Drama|War
70,2557,4.6743903160095215,"Sixth Sense, The (1999)",Thriller
71,2698,4.623886585235596,Sanjuro (1962),Action|Adventure
71,309,4.5647292137146,"Shawshank Redemption, The (1994)",Drama
71,513,4.509103775024414,Schindler's List (1993),Drama|War
71,253,4.487027645111084,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
71,1108,4.397971153259277,Raiders of the Lost Ark (1981),Action|Adventure
72,1839,4.857522010803223,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
72,2698,4.819659233093262,Sanjuro (1962),Action|Adventure
72,49,4.80744743347168,"Usual Suspects, The (1995)",Crime|Thriller
72,713,4.807055950164795,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
72,1059,4.802982807159424,Monty Python and the Holy Grail (1974),Comedy
73,2698,4.735622406005859,Sanjuro (1962),Action|Adventure
73,1839,4.642718315124512,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
73,713,4.614482402801514,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
73,708,4.534424304962158,"Close Shave, A (1995)",Animation|Comedy|Thriller
73,3111,4.524370193481445,For All Mankind (1989),Documentary
74,2698,5.46953821182251,Sanjuro (1962),Action|Adventure
74,3510,5.357877254486084,"Patriot, The (2000)",Action|Drama|War
74,2654,5.316997051239014,For Love of the Game (1999),Comedy|Drama
74,699,5.272090911865234,"Rock, The (1996)",Action|Adventure|Thriller
74,1366,5.269978046417236,"Saint, The (1997)",Action|Romance|Thriller
75,2698,5.031915664672852,Sanjuro (1962),Action|Adventure
75,513,4.950154781341553,Schindler's List (1993),Drama|War
75,802,4.945352554321289,"Godfather, The (1972)",Action|Crime|Drama
75,1839,4.9408674240112305,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
75,713,4.912674427032471,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
76,802,4.316502094268799,"Godfather, The (1972)",Action|Crime|Drama
76,713,4.298091411590576,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
76,287,4.297657489776611,Pulp Fiction (1994),Crime|Drama
